Customer_ID,Customer_Role,Specialty_Service,Establishment_Type,Country,Language,Years_Experience,Skill_Level_Self_Assessed,OPCO_Eligibility,Has_BD_Contract,Format_Preference,Available_Time_Hours,Training_Objective,Preferred_BD_Product,Prior_BD_Trainings,Completed_Training_Treatment,Satisfaction_Score_Proxy
HCP0507,Pharmacy Manager,Oncology,Privatklinik,Switzerland,Deutsch (de) - German,20,Expert,No,No,E-learning,4,Onboard on BD Nexiva™ IV catheter system,BD Eclipse™,BD2494,Yes,4.9
HCP0508,Nurse,Surgical ICU,Casa di Cura,Italy,Italiano (it) - Italian,7,Intermediate,Yes,Yes,E-learning,8,Onboard on BD Nexiva™ IV catheter system,BD Nexiva™,BD9384,Yes,3.4
HCP0509,Nurse,Réanimation,CH,France,Français (fr) - French,30,Intermediate,Yes,Yes,Webinar,8,Préparer la mise en œuvre du protocole TTM en réanimation,BD Bair Hugger™,BD0807,No,2.9
HCP0510,Physician,Medical Biology,Private Hospital,United Kingdom,English (United Kingdom),23,Intermediate,Yes,Yes,Webinar,4,Improve infusion safety and reduce medication errors,Pyxis ES,,Yes,2.8
HCP0511,Nurse,Trauma ICU,Clinique Privée,France,Français (fr) - French,5,Expert,Yes,No,Blended,40,Préparer une certification financée par l'OPCO en accès vasculaire,BD TTM System,,Yes,4.9
HCP0512,Nurse,Gastroenterology,CPAS,Belgium,Français (fr) - French,6,Advanced,Yes,No,On-site,8,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Insyte™,BD0352,Yes,4.9
HCP0513,Nurse,Internal Medicine,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,3,Beginner,Yes,Yes,E-learning,40,Enhance PICC line insertion and maintenance skills,BD Nexiva™,BD9417,Yes,3.1
HCP0514,Nurse Practitioner,Pulmonology,Clinique Privée,France,Français (fr) - French,5,Intermediate,Yes,Yes,Blended,4,Former les nouveaux utilisateurs au système BD Alaris™,BD Midline,BD6076,Yes,4.3
HCP0515,Physician,Emergency Department,Universitätsspital,Switzerland,Deutsch (de) - German,23,Intermediate,Yes,No,On-site,16,Prepare for BD Vacutainer® train-the-trainer programme,BD Bair Hugger™,BD9404,Yes,3.7
HCP0516,ICU Specialist,Pharmacie Hospitalière,Community Hospital,United Kingdom,English (United Kingdom),9,Beginner,Yes,No,E-learning,24,Validate Qualiopi competencies for task delegation,BD A-Line™,,Yes,4.5
HCP0517,Physician,Hématologie,Centro de Salud,Spain,Español (es) - Spanish,13,Expert,Yes,Yes,E-learning,40,Optimise Pyxis ES dispensing workflows,BD Rowa™,,Yes,3.9
HCP0518,Nurse Practitioner,Specimen Management,VA Hospital,United States,English (United States),16,Beginner,Yes,Yes,Blended,24,Validate Qualiopi competencies for task delegation,BD Nexiva™,BD3984,Yes,3.1
HCP0519,Physician,Biochemistry,Tagesklinik,Germany,Deutsch (de) - German,14,Intermediate,No,Yes,Blended,24,Improve pre-analytical quality and reduce specimen non-conformances,BD Rowa™,BD0807,Yes,3.5
HCP0520,Nurse,Medical ICU,Universitetssjukhus,Finland,Suomi (fi) - Finnish,5,Beginner,No,Yes,E-learning,40,Prepare for OPCO-funded certification in vascular access,BD TTM System,,Yes,2.8
HCP0521,Physician,Biomedical Engineering,CPAS,Belgium,Français (fr) - French,1,Expert,Yes,Yes,E-learning,40,Développer les compétences en pose et entretien de PICC line,,,Yes,5.0
HCP0522,Pharmacist,Dispensing Automation,Community Trust,United Kingdom,English (United Kingdom),15,Expert,Yes,Yes,Blended,2,Onboard new staff on BD Alaris™ infusion pump systems,BD Nexiva™,BD4183,Yes,2.8
HCP0523,ICU Specialist,Blood Bank,Huisartsenpraktijk,Netherlands,Nederlands (nl) - Dutch,10,Advanced,Yes,No,Blended,4,Train on BD Rowa™ pharmacy automation system,BD Microtainer®,BD6120,Yes,2.7
HCP0524,Pharmacy Manager,Biomedical Engineering,VA Hospital,United States,English (United States),23,Expert,No,Yes,E-learning,16,Support career development with certified training (Qualiopi equivalent),BD Eclipse™,BD9121,Yes,3.7
HCP0525,Pharmacist,Infectious Disease,Private Hospital,Poland,Polski (pl) - Polish,19,Intermediate,No,No,Blended,40,Improve infusion safety and reduce medication errors,BD BodyGuard T,,Yes,3.9
HCP0526,System Manager,Cardiology,Hospital General,Spain,Español (es) - Spanish,24,Advanced,No,No,Masterclass,8,Validate Qualiopi competencies for task delegation,HealthSight,,Yes,
HCP0527,Pharmacy Manager,Medical ICU,NHS Trust,United Kingdom,English (United Kingdom),5,Intermediate,Yes,No,Blended,24,Support career development with certified training (Qualiopi equivalent),BD Microtainer®,,Yes,4.1
HCP0528,Nurse,Oncology,Universitetssjukhus,Denmark,Dansk (da) - Danish,24,Expert,Yes,Yes,E-learning,2,Train on BD Rowa™ pharmacy automation system,BD Insyte™,BD3771,Yes,3.1
HCP0529,Nurse,Cardiologie,Privat Klinik,Denmark,Dansk (da) - Danish,9,Intermediate,No,Yes,E-learning,8,Enhance PICC line insertion and maintenance skills,,BD5274,Yes,4.7
HCP0530,Physician,Critical Care,ESPIC,France,Français (fr) - French,5,Beginner,Yes,No,Webinar,8,Optimiser les workflows de dispensation sur le système Pyxis ES,BD A-Line™,BD0920,Yes,3.9
HCP0531,Pharmacy Manager,Hospital Pharmacy,NHS Trust,United Kingdom,English (United Kingdom),1,Expert,No,Yes,Webinar,2,Prepare for BD Vacutainer® train-the-trainer programme,BD Alaris™,,Yes,
HCP0532,Physician,Oncologie,RSA,Italy,Italiano (it) - Italian,30,Advanced,No,No,Blended,4,Onboard on BD Nexiva™ IV catheter system,Pyxis Anesthesia,,Yes,2.7
HCP0533,System Manager,Specimen Management,IPSS,Portugal,Português (pt) - Portuguese,10,Advanced,Yes,Yes,Webinar,24,Train on BD Rowa™ pharmacy automation system,BD Provena™,,Yes,3.9
HCP0534,System Manager,Oncology,Private Hospital,Poland,Polski (pl) - Polish,20,Expert,No,Yes,Blended,4,Improve infusion safety and reduce medication errors,BD Foley,BD8497,Yes,3.4
HCP0535,Physician,Emergency ICU,Private Hospital,Czech Republic,Čeština (cs) - Czech,21,Intermediate,Yes,No,E-learning,4,Prepare for OPCO-funded certification in vascular access,BD A-Line™,BD2087,Yes,4.4
HCP0536,Nurse,Medical ICU,CHU,France,Français (fr) - French,11,Beginner,Yes,No,Webinar,8,Préparer une certification financée par l'OPCO en accès vasculaire,BD Rowa™,BD7487,No,4.4
HCP0537,ICU Specialist,Advanced Practice Nursing,Fachklinik,Germany,Deutsch (de) - German,8,Intermediate,Yes,Yes,On-site,8,Prepare for BD Vacutainer® train-the-trainer programme,BD TTM System,BD7114,No,3.6
HCP0538,Nurse,Biochemistry,GP Surgery,United Kingdom,English (United Kingdom),20,Intermediate,No,Yes,Masterclass,16,Master blood collection techniques with BD Vacutainer® systems,BD Bair Hugger™,BD7440,Yes,3.5
HCP0539,Nurse,Internal Medicine,Community Hospital,United States,English (United States),4,Expert,No,Yes,On-site,4,Enhance PICC line insertion and maintenance skills,BD Bair Hugger™,BD0448,No,2.8
HCP0540,Nurse,Neurologie,Community Trust,United Kingdom,English (United Kingdom),22,Intermediate,No,No,Blended,8,Improve pre-analytical quality and reduce specimen non-conformances,VADvisor™,,No,3.3
HCP0541,Nurse,ICU / Critical Care,Clinique Privée,France,Français (fr) - French,11,Intermediate,Yes,No,E-learning,8,Obtenir une certification avancée en gestion de la TTM,BD BodyGuard T,BD1510,Yes,3.0
HCP0542,Physician,Hématologie,Centro de Salud,Spain,Español (es) - Spanish,12,Advanced,No,No,E-learning,8,Master blood collection techniques with BD Vacutainer® systems,BD Provena™,,No,3.1
HCP0543,Physician,Hématologie,Community Hospital,Poland,Polski (pl) - Polish,11,Intermediate,Yes,No,E-learning,40,Master blood collection techniques with BD Vacutainer® systems,HealthSight,BD4489,Yes,4.1
HCP0544,Pharmacist,Medical ICU,Academic Medical Center,Bulgaria,Български (bg) - Bulgarian,5,Advanced,Yes,No,On-site,8,Prepare for targeted temperature management protocol implementation,BD A-Line™,BD6090,No,3.1
HCP0545,Biomedical Engineer,Dispensing Automation,Universitetssjukhus,Norway,Norsk (Ino) - Norwegian,6,Advanced,Yes,Yes,E-learning,4,Enhance PICC line insertion and maintenance skills,BD Provena™,BD5982,Yes,2.7
HCP0546,Nurse,Specimen Management,IDN,United States,English (United States),22,Beginner,No,Yes,On-site,16,Validate Qualiopi competencies for task delegation,BD Alaris™,BD3984,Yes,3.6
HCP0547,Pharmacy Manager,Emergency ICU,Kantonsspital,Switzerland,Deutsch (de) - German,14,Intermediate,No,Yes,E-learning,8,Optimise Pyxis ES dispensing workflows,BD Foley,BD0920,Yes,2.9
HCP0548,Physician,IT Systems,Community Hospital,Croatia,Hrvatski (hr) - Croatian,13,Expert,Yes,No,E-learning,8,Prepare for OPCO-funded certification in vascular access,Pyxis ES,BD3095,No,4.5
HCP0549,Nurse,Hématologie,Huisartsenpraktijk,Netherlands,Nederlands (nl) - Dutch,6,Intermediate,Yes,Yes,E-learning,2,Master blood collection techniques with BD Vacutainer® systems,BD Foley,,No,2.6
HCP0550,Pharmacist,Oncology,Centro de Salud,Spain,Español (es) - Spanish,18,Intermediate,No,Yes,Blended,16,Prepare for BD Vacutainer® train-the-trainer programme,BD Midline,BD7085,Yes,4.0
HCP0551,ICU Specialist,ICU / Critical Care,VVT,Netherlands,Nederlands (nl) - Dutch,18,Intermediate,No,Yes,E-learning,2,Optimise Pyxis ES dispensing workflows,HealthSight,BD7274,Yes,2.9
HCP0552,ICU Specialist,Formulary Management,Devlet Hastanesi,Turkey,Türkçe (tr) - Turkish,14,Beginner,Yes,Yes,Blended,8,Develop vascular access unit expertise,BD Eclipse™,,No,4.8
HCP0553,Nurse,Surgery,ESPIC,France,Français (fr) - French,6,Beginner,Yes,Yes,E-learning,2,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD PICCline,,Yes,2.8
HCP0554,Nurse,Biochemistry,Ospedale Universitario,Italy,Italiano (it) - Italian,6,Intermediate,No,No,Blended,8,Enhance PICC line insertion and maintenance skills,BD Nexiva™,,Yes,3.2
HCP0555,Biomedical Engineer,Oncology,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,21,Beginner,No,No,Blended,40,Improve infusion safety and reduce medication errors,BD Vacutainer®,BD1438,Yes,2.9
HCP0556,Physician,Gériatrie,Casa di Cura,Italy,Italiano (it) - Italian,8,Advanced,No,No,E-learning,2,Prepare for targeted temperature management protocol implementation,BD PICCline,BD5905,Yes,3.7
HCP0557,Physician,Critical Care,HAD,France,Français (fr) - French,5,Advanced,Yes,Yes,Webinar,24,Améliorer la conformité préanalytique et réduire les non-conformités,BD BodyGuard T,BD4094,Yes,
HCP0558,Nurse,Hospital Pharmacy,Centro de Salud,Spain,Español (es) - Spanish,4,Intermediate,No,Yes,E-learning,40,Prepare for BD Vacutainer® train-the-trainer programme,VADvisor™,,Yes,4.7
HCP0559,Nurse,Anesthesiology,VVT,Netherlands,Nederlands (nl) - Dutch,21,Intermediate,Yes,No,Webinar,40,Enhance PICC line insertion and maintenance skills,BD Bair Hugger™,BD6389,Yes,2.7
HCP0560,Nurse,Hospital Pharmacy,Policlinico,Italy,Italiano (it) - Italian,9,Intermediate,No,Yes,Blended,4,Prepare for targeted temperature management protocol implementation,BD Foley,,Yes,3.8
HCP0561,Biomedical Engineer,Oncology,Clínica Privada,Spain,Español (es) - Spanish,11,Expert,No,No,Blended,4,Master blood collection techniques with BD Vacutainer® systems,BD TTM System,BD0526,Yes,4.1
HCP0562,ICU Specialist,Anesthesiology,Community Trust,United Kingdom,English (United Kingdom),5,Expert,Yes,Yes,Blended,16,Validate Qualiopi competencies for task delegation,Pyxis ES,BD3771,Yes,4.9
HCP0563,System Manager,IT Systems,VVT,Netherlands,Nederlands (nl) - Dutch,9,Intermediate,No,Yes,E-learning,16,Enhance PICC line insertion and maintenance skills,BD Bair Hugger™,,No,3.3
HCP0564,System Manager,Biomedical Engineering,CHU,Belgium,Français (fr) - French,22,Intermediate,Yes,Yes,Blended,40,Former les nouveaux utilisateurs au système BD Alaris™,BD PICCline,,No,3.2
HCP0565,ICU Specialist,Geriatrics,Regionsjukhus,Sweden,Svenska (sv) - Swedish,26,Advanced,No,Yes,Blended,2,Train on BD Rowa™ pharmacy automation system,BD Foley,,Yes,
HCP0566,Nurse,Neurologie,HAD,France,Français (fr) - French,5,Advanced,Yes,Yes,Webinar,24,Préparer une certification financée par l'OPCO en accès vasculaire,BD Nexiva™,BD1100,No,2.5
HCP0567,Nurse,Specimen Management,CH,France,Français (fr) - French,7,Intermediate,Yes,No,E-learning,2,Obtenir une certification avancée en gestion de la TTM,BD Provena™,,Yes,3.5
HCP0568,Pharmacy Manager,Cardiac ICU,RSA,Italy,Italiano (it) - Italian,9,Beginner,Yes,Yes,On-site,40,Onboard new staff on BD Alaris™ infusion pump systems,BD Alaris™,,Yes,3.9
HCP0569,System Manager,Nephrology,Community Hospital,United Kingdom,English (United Kingdom),5,Advanced,Yes,Yes,On-site,4,Optimise Pyxis ES dispensing workflows,BD Alaris™,BD0807,No,2.9
HCP0570,Nurse,Emergency Department,Ospedale Universitario,Italy,Italiano (it) - Italian,26,Advanced,Yes,Yes,Masterclass,4,Optimise Pyxis ES dispensing workflows,BD A-Line™,BD2906,Yes,2.5
HCP0571,Nurse,Specimen Management,HAD,France,Français (fr) - French,3,Advanced,Yes,No,E-learning,4,Préparer la mise en œuvre du protocole TTM en réanimation,BD Nexiva™,BD3261,Yes,2.5
HCP0572,Pharmacist,Trauma ICU,MVZ,Germany,Deutsch (de) - German,8,Expert,No,Yes,E-learning,8,Develop vascular access unit expertise,BD A-Line™,BD5457,Yes,3.7
HCP0573,Pharmacist,Pulmonology,Hospital Universitario,Spain,Español (es) - Spanish,10,Advanced,No,No,E-learning,24,Onboard new staff on BD Alaris™ infusion pump systems,BD Rowa™,BD3523,Yes,2.8
HCP0574,Nurse,Advanced Practice Nursing,ESPIC,France,Français (fr) - French,5,Advanced,Yes,Yes,On-site,8,Développer les compétences en pose et entretien de PICC line,BD Eclipse™,BD8414,Yes,4.4
HCP0575,Nurse,Biochemistry,Hospital General,Spain,Español (es) - Spanish,12,Intermediate,No,Yes,Webinar,2,Master blood collection techniques with BD Vacutainer® systems,BD Microtainer®,BD2552,Yes,3.4
HCP0576,Physician,Specimen Management,Private Hospital,United Kingdom,English (United Kingdom),11,Beginner,No,No,Blended,2,Onboard on BD Nexiva™ IV catheter system,BD Alaris™,BD6076,Yes,3.8
HCP0577,Pharmacy Manager,Specimen Management,Hospital General,Spain,Español (es) - Spanish,3,Advanced,Yes,Yes,Blended,24,Onboard new staff on BD Alaris™ infusion pump systems,Pyxis ES,BD0787,Yes,3.2
HCP0578,Physician,Pharmacie Hospitalière,Regionsjukhus,Finland,Suomi (fi) - Finnish,18,Intermediate,No,No,Masterclass,24,Prepare for OPCO-funded certification in vascular access,BD Rowa™,BD6120,Yes,2.7
HCP0579,Pharmacy Manager,Pediatrics,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,7,Intermediate,No,Yes,Blended,16,Train on BD Rowa™ pharmacy automation system,BD Eclipse™,BD3268,Yes,
HCP0580,Physician,Gériatrie,Community Trust,United Kingdom,English (United Kingdom),1,Beginner,No,Yes,On-site,4,Gain expert-level certification in TTM management,,,Yes,4.2
HCP0581,Pharmacy Manager,Medical Biology,Ospedale Regionale,Italy,Italiano (it) - Italian,9,Advanced,No,Yes,E-learning,2,Improve infusion safety and reduce medication errors,BD Eclipse™,BD6541,Yes,3.0
HCP0582,Pharmacist,ICU / Critical Care,IDN,United States,English (United States),11,Advanced,Yes,No,On-site,4,Enhance PICC line insertion and maintenance skills,BD Midline,BD4183,No,
HCP0583,Nurse,Equipment Maintenance,Private Hospital,United Kingdom,English (United Kingdom),12,Intermediate,No,Yes,Blended,2,Optimise Pyxis ES dispensing workflows,HealthSight,BD2661,Yes,4.2
HCP0584,Pharmacist,Equipment Maintenance,VVT,Netherlands,Nederlands (nl) - Dutch,30,Beginner,No,No,E-learning,2,Prepare for BD Vacutainer® train-the-trainer programme,BD A-Line™,BD2465,No,3.6
HCP0585,Pharmacy Manager,Chirurgie,Hospital Universitario,Spain,Español (es) - Spanish,13,Intermediate,No,Yes,E-learning,16,Improve infusion safety and reduce medication errors,BD Midline,BD3523,Yes,3.9
HCP0586,Pharmacy Manager,Surgery,Clinique Privée,France,Français (fr) - French,19,Intermediate,Yes,No,E-learning,24,Développer les compétences en pose et entretien de PICC line,BD Midline,,No,3.3
HCP0587,Nurse,Blood Bank,Universitetssjukhus,Denmark,Dansk (da) - Danish,11,Expert,Yes,No,Webinar,8,Gain expert-level certification in TTM management,BD Rowa™,,Yes,4.3
HCP0588,ICU Specialist,Trauma ICU,Community Hospital,United States,English (United States),28,Intermediate,No,No,Blended,2,Prepare for OPCO-funded certification in vascular access,BD Microtainer®,BD0807,Yes,
HCP0589,Physician,Surgery,NHS Trust,United Kingdom,English (United Kingdom),9,Expert,No,Yes,Masterclass,8,Improve infusion safety and reduce medication errors,BD Bair Hugger™,BD1198,Yes,4.5
HCP0590,System Manager,Hématologie,Universitätsspital,Switzerland,Deutsch (de) - German,11,Intermediate,No,Yes,Webinar,2,Optimise Pyxis ES dispensing workflows,BD Insyte™,BD9404,No,2.8
HCP0591,Pharmacist,Cardiac ICU,Community Hospital,Poland,Polski (pl) - Polish,9,Advanced,No,No,Blended,40,Improve pre-analytical quality and reduce specimen non-conformances,BD TTM System,BD4244,Yes,
HCP0592,Pharmacist,Pharmacie Hospitalière,EHPAD,France,Français (fr) - French,2,Advanced,Yes,Yes,E-learning,40,Développer les compétences en pose et entretien de PICC line,Pyxis ES,BD9175,Yes,2.9
HCP0593,Nurse Practitioner,Urgences,GP Surgery,United Kingdom,English (United Kingdom),22,Advanced,No,Yes,Blended,2,Validate Qualiopi competencies for task delegation,BD PICCline,BD3344,No,3.0
HCP0594,Pharmacist,Pulmonology,CHU,France,Français (fr) - French,10,Intermediate,Yes,Yes,Blended,16,Préparer la mise en œuvre du protocole TTM en réanimation,BD Midline,BD7204,Yes,3.9
HCP0595,Pharmacy Manager,Anesthesiology,MVZ,Germany,Deutsch (de) - German,2,Advanced,Yes,Yes,E-learning,8,Prepare for OPCO-funded certification in vascular access,BD Rowa™,BD3771,Yes,4.1
HCP0596,Pharmacist,Advanced Practice Nursing,Universitetssjukhus,Norway,Norsk (Ino) - Norwegian,3,Beginner,No,Yes,Blended,40,Master blood collection techniques with BD Vacutainer® systems,BD A-Line™,,No,
HCP0597,Biomedical Engineer,Blood Bank,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,7,Beginner,No,No,Webinar,40,Onboard new staff on BD Alaris™ infusion pump systems,BD Eclipse™,,Yes,3.1
HCP0598,Pharmacy Manager,Hematology,Hospital Universitário,Portugal,Português (pt) - Portuguese,9,Intermediate,No,Yes,Webinar,2,Enhance PICC line insertion and maintenance skills,BD Bair Hugger™,BD0647,Yes,4.2
HCP0599,Pharmacy Manager,Specimen Management,Universitetssjukhus,Norway,Norsk (Ino) - Norwegian,4,Advanced,No,Yes,Masterclass,4,Improve pre-analytical quality and reduce specimen non-conformances,BD Microtainer®,BD5822,Yes,4.9
HCP0600,Nurse,Blood Bank,RSA,Italy,Italiano (it) - Italian,20,Expert,No,Yes,Webinar,4,Support career development with certified training (Qualiopi equivalent),BD Foley,BD0119,No,4.8
HCP0601,Nurse,Gériatrie,Pflegeheim,Germany,Deutsch (de) - German,9,Beginner,No,No,Webinar,2,Optimise Pyxis ES dispensing workflows,BD Provena™,BD8014,No,4.0
HCP0602,Pharmacy Manager,Dispensing Automation,RSA,Italy,Italiano (it) - Italian,16,Beginner,No,No,Blended,40,Improve pre-analytical quality and reduce specimen non-conformances,BD Eclipse™,BD6798,Yes,3.9
HCP0603,Physician,Geriatrics,VVT,Netherlands,Nederlands (nl) - Dutch,1,Beginner,No,No,E-learning,24,Prepare for BD Vacutainer® train-the-trainer programme,BD Rowa™,,Yes,4.0
HCP0604,Clinical Pharmacist,Cardiology,Regionaal Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,10,Beginner,Yes,Yes,E-learning,40,Onboard on BD Nexiva™ IV catheter system,BD BodyGuard T,BD3277,No,
HCP0605,System Manager,Soins Intensifs,CHU,Belgium,Français (fr) - French,23,Advanced,Yes,No,On-site,2,Améliorer la conformité préanalytique et réduire les non-conformités,BD A-Line™,BD9890,No,3.7
HCP0606,Pharmacist,Oncology,NHS Trust,United Kingdom,English (United Kingdom),14,Intermediate,No,Yes,On-site,16,Prepare for OPCO-funded certification in vascular access,BD Midline,,Yes,3.3
HCP0607,Pharmacist,Nephrology,ESPIC,France,Français (fr) - French,8,Intermediate,Yes,No,On-site,16,Préparer une certification financée par l'OPCO en accès vasculaire,Pyxis Anesthesia,BD9941,Yes,3.9
HCP0608,Nurse,EHR Integration,Community Hospital,Czech Republic,Čeština (cs) - Czech,16,Advanced,No,No,E-learning,2,Prepare for targeted temperature management protocol implementation,HealthSight,BD4631,Yes,3.6
HCP0609,Nurse,Formulary Management,GP Surgery,United Kingdom,English (United Kingdom),29,Beginner,No,No,Webinar,8,Prepare for BD Vacutainer® train-the-trainer programme,BD Alaris™,BD6578,Yes,4.3
HCP0610,Nurse Practitioner,Operating Theatre,Ambulatory Surgery Center,United States,English (United States),8,Intermediate,Yes,Yes,Webinar,16,Improve infusion safety and reduce medication errors,,,Yes,2.7
HCP0611,ICU Specialist,Cardiology,Private Hospital,Bulgaria,Български (bg) - Bulgarian,8,Intermediate,No,No,Blended,24,Improve infusion safety and reduce medication errors,VADvisor™,BD1953,Yes,3.2
HCP0612,Nurse,Specimen Management,Academic Medical Center,South Africa,English (United Kingdom),7,Intermediate,No,Yes,Webinar,16,Enhance PICC line insertion and maintenance skills,BD Bair Hugger™,BD7731,Yes,5.0
HCP0613,Pharmacy Manager,Operating Theatre,Kantonsspital,Switzerland,Deutsch (de) - German,8,Advanced,No,Yes,Blended,40,Onboard new staff on BD Alaris™ infusion pump systems,BD Bair Hugger™,,No,3.1
HCP0614,Pharmacy Manager,Trauma ICU,GGZ,Netherlands,Nederlands (nl) - Dutch,9,Beginner,No,Yes,Webinar,2,Improve pre-analytical quality and reduce specimen non-conformances,BD Microtainer®,,No,2.7
HCP0615,Nurse,Infectious Disease,Centro de Saúde,Portugal,Português (pt) - Portuguese,7,Advanced,No,No,E-learning,24,Onboard on BD Nexiva™ IV catheter system,BD Vacutainer®,BD4194,Yes,2.5
HCP0616,Pharmacist,Critical Care,Centro de Saúde,Portugal,Português (pt) - Portuguese,8,Intermediate,No,Yes,Masterclass,4,Gain expert-level certification in TTM management,BD Bair Hugger™,BD3984,Yes,4.2
HCP0617,Physician,Hématologie,CHU,France,Français (fr) - French,6,Intermediate,Yes,No,Webinar,40,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Alaris™,BD8498,Yes,3.5
HCP0618,ICU Specialist,Internal Medicine,EHPAD,France,Français (fr) - French,17,Advanced,Yes,Yes,On-site,40,Améliorer la conformité préanalytique et réduire les non-conformités,BD Preset™,,Yes,4.0
HCP0619,Nurse,Equipment Maintenance,CHU,France,Français (fr) - French,19,Advanced,Yes,Yes,E-learning,40,Obtenir une certification avancée en gestion de la TTM,BD Bair Hugger™,BD0320,Yes,4.9
HCP0620,Pharmacist,EHR Integration,GGZ,Netherlands,Nederlands (nl) - Dutch,23,Beginner,Yes,No,On-site,4,Train on BD Rowa™ pharmacy automation system,BD Insyte™,,Yes,3.9
HCP0621,Physician,Clinical Pharmacy,Universitetssjukhus,Denmark,Dansk (da) - Danish,16,Beginner,No,Yes,E-learning,16,Train on BD Rowa™ pharmacy automation system,BD Midline,,Yes,4.2
HCP0622,Nurse Practitioner,Specimen Management,Policlinico,Italy,Italiano (it) - Italian,12,Advanced,Yes,No,Blended,40,Train on BD Rowa™ pharmacy automation system,BD PICCline,,Yes,3.2
HCP0623,System Manager,Neurologie,Community Hospital,United Kingdom,English (United Kingdom),14,Intermediate,No,Yes,Masterclass,4,Prepare for BD Vacutainer® train-the-trainer programme,BD Provena™,BD2466,No,
HCP0624,Nurse,Hématologie,HAD,France,Français (fr) - French,2,Intermediate,Yes,Yes,E-learning,16,Développer les compétences en pose et entretien de PICC line,,BD4964,Yes,3.3
HCP0625,Physician,Emergency Department,ESPIC,France,Français (fr) - French,10,Beginner,Yes,Yes,E-learning,24,Préparer la mise en œuvre du protocole TTM en réanimation,BD Provena™,BD5468,No,2.8
HCP0626,Pharmacist,Neurology,Academisch Ziekenhuis,Netherlands,Nederlands (nl) - Dutch,21,Intermediate,Yes,Yes,E-learning,2,Gain expert-level certification in TTM management,BD Rowa™,BD4244,Yes,4.4
HCP0627,ICU Specialist,Anesthesiology,RSA,Italy,Italiano (it) - Italian,16,Beginner,No,Yes,E-learning,40,Improve pre-analytical quality and reduce specimen non-conformances,,,Yes,4.8
HCP0628,Nurse,Pharmacie Hospitalière,Pflegeheim,Germany,Deutsch (de) - German,27,Beginner,No,No,Webinar,24,Prepare for OPCO-funded certification in vascular access,BD A-Line™,BD8393,Yes,3.9
HCP0629,Nurse,Internal Medicine,GP Surgery,United Kingdom,English (United Kingdom),15,Intermediate,No,Yes,Blended,16,Optimise Pyxis ES dispensing workflows,BD Midline,,Yes,
HCP0630,ICU Specialist,Clinical Pharmacy,Casa di Cura,Italy,Italiano (it) - Italian,3,Intermediate,Yes,Yes,Webinar,2,Validate Qualiopi competencies for task delegation,BD Alaris™,BD7181,Yes,2.5
HCP0631,System Manager,Equipment Maintenance,MSP,France,Français (fr) - French,1,Intermediate,Yes,Yes,Blended,2,Former les nouveaux utilisateurs au système BD Alaris™,BD Eclipse™,BD7699,Yes,
HCP0632,Pharmacist,Geriatrics,Community Hospital,United Kingdom,English (United Kingdom),5,Intermediate,Yes,Yes,Webinar,8,Validate Qualiopi competencies for task delegation,BD Foley,BD1135,No,4.4
HCP0633,ICU Specialist,Blood Bank,RSA,Italy,Italiano (it) - Italian,2,Advanced,Yes,No,On-site,2,Train on BD Rowa™ pharmacy automation system,VADvisor™,BD2097,No,4.8
HCP0634,Physician,Biochemistry,MVZ,Germany,Deutsch (de) - German,24,Intermediate,Yes,Yes,Blended,16,Prepare for OPCO-funded certification in vascular access,BD Bair Hugger™,BD3438,Yes,
HCP0635,Nurse,Hématologie,Tagesklinik,Germany,Deutsch (de) - German,12,Intermediate,No,Yes,Webinar,4,Prepare for BD Vacutainer® train-the-trainer programme,BD Alaris™,BD4590,Yes,2.6
HCP0636,Physician,Cardiology,Tagesklinik,Germany,Deutsch (de) - German,18,Advanced,Yes,No,E-learning,24,Prepare for BD Vacutainer® train-the-trainer programme,BD Insyte™,,No,4.8
HCP0637,System Manager,Blood Bank,Regionsjukhus,Denmark,Dansk (da) - Danish,15,Intermediate,Yes,Yes,E-learning,16,Develop vascular access unit expertise,BD Eclipse™,,No,4.7
HCP0638,Nurse,Nephrology,Universitätsklinikum,Germany,Deutsch (de) - German,14,Intermediate,Yes,Yes,Webinar,4,Improve infusion safety and reduce medication errors,BD Midline,,Yes,
HCP0639,Pharmacist,Gériatrie,CHU,France,Français (fr) - French,21,Intermediate,Yes,Yes,On-site,8,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Preset™,,Yes,3.3
HCP0640,Pharmacist,IT Systems,ESPIC,France,Français (fr) - French,4,Beginner,Yes,Yes,Blended,4,Améliorer la conformité préanalytique et réduire les non-conformités,BD PICCline,BD9671,No,4.4
HCP0641,Physician,Vascular Surgery,Hospital General,Spain,Español (es) - Spanish,27,Intermediate,No,No,Blended,2,Optimise Pyxis ES dispensing workflows,BD Insyte™,,Yes,2.5
