Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD1098,Siringa per prelievo arterioso BD A-Line,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,1,Beginner,Physician|ICU Specialist,Italiano (it) - Italian,Italy,No,No,BD0962,YES,Alessandro Olgiati,7/5/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD3438,v12 BD Alaris™ System Essentials: Training Resources for Clinical Educators,Medication Management Solutions,MMS,Medication Management,Qualiopi,On-site,3,Intermediate,Physician|ICU Specialist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD7967,Pharmacy User - BD Pyxis Logistics v1.2.8 Course,Select Business,SB,Medication Management,BDLA,On-site,1.5,Intermediate,Nurse|Physician,English (United Kingdom),Select Country,No,No,,YES,Brian Melrose,7/15/24,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD1076,BD Vacutainer® PrecisionGlide™ -vakuuminäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Blended,1,Beginner,,Suomi (fi) - Finnish,Finland,No,Yes,,YES,Linda Vinberg,10/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD2466,Епруветки BD Microtainer® и BD Microtainer® MAP микроепруветки за автоматизиран процес,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Webinar,1,Intermediate,Pharmacist,Български (bg) - Bulgarian,Bulgaria,Yes,No,,YES,Veronika  Bican,10/17/25,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD4777,BD Bodyguard™ Infusion Pump Clinical Overview (NL),Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,3,Advanced,Biomedical Engineer,Nederlands (nl) - Dutch,Netherlands,No,No,,YES,Jane Lovette,4/4/25,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD9722,BD Pyxis Field Service Education Package (FIX100 Prep for BD Partners),Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1,Intermediate,System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD4721,DE_Device Care and Maintenance_V1.0,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,E-learning,1,Intermediate,Pharmacist|System Manager,Deutsch (de) - German,Germany,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,2/26/24,"Module on BD Eclipse™ safety needle systems for blood collection and injection. Reviews safety activation mechanisms, disposal requirements, and occupational exposure prevention."
BD2874,BD Vacutainer® PrecisionGlide™ Multi Sample kanyl för blodprovtagning,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,0.5,Advanced,,Svenska (sv) - Swedish,Sweden,Yes,Yes,,YES,Linda Vinberg,10/24/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6057,TTM U  Kennismaken,Urology and Critical Care,UCC,Urology & Critical Care,Product Training,Webinar,1,Beginner,Pharmacy Manager,Nederlands (nl) - Dutch,Netherlands,No,No,,YES,Louise Oakes,4/24/25,"Advanced module on targeted temperature management (TTM). Covers cooling protocols, complication management, data interpretation, and best practices for ICU patients."
BD0409,BD Vacutainer® Safety-Lok™ -turvasiipineulan tuoteopastus,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,1,Beginner,Nurse,Suomi (fi) - Finnish,Finland,No,No,BD0560,YES,Linda Vinberg,10/26/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD4843,BD Pyxis Anesthesia Station ES v1.5 for Anesthesia Providers Training Activity,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,20,Expert,Pharmacist|System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD7848,BD Rowa Vmax/Smart - Programador de tareas - ES,Medication Management Solutions,MMS,Medication Management,Premium,E-learning,1,Intermediate,Nurse|Physician,Español (es) - Spanish,Spain,Yes,No,,YES,Dominik Bandel,4/15/24,"Parcours d'apprentissage sur la sécurisation du circuit du médicament. Comprend la gestion des alertes, la réconciliation médicamenteuse et la pharmacovigilance."
BD9559,BD Preset™ Arteriyel Kan Gazı Enjektörü,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,0.5,Advanced,Nurse|Physician,Türkçe (tr) - Turkish,Turkey,No,Yes,,YES,Onur Alti,11/1/23,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD3186,BD Preset™ Arterial Blood Collection Syringe,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,0.25,Intermediate,Biomedical Engineer,English (United Kingdom),United Kingdom,No,No,,YES,Kamal Ibrahim,7/18/23,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD0200,Nurse/Clinician - Pyxis MedStation ES v1.3.4: Essentials (CLP1107-N),Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,3,Expert,Nurse|Physician,English (United Kingdom),United States,No,Yes,BD0426,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD6945,Non-Profile mode workflows (~6 minutes),Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,1.5,Advanced,ICU Specialist,English (United States),United States,Yes,Yes,,YES,Joel Roney,9/28/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD9678,BD Rowa™ Label Printer DE,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,4,Intermediate,Pharmacist,Deutsch (de) - German,Germany,Yes,Yes,,YES,Dominik Bandel,4/8/24,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD3265,System Manager - BD Pyxis ES v1.6 System Overview,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.25,Intermediate,Nurse|Physician,English (United States),United States,No,No,,YES,Joel Roney,6/13/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD2524,Parhaat käytännöt verinäytteenoton preanalyyttisten virheiden vähentämiseen,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Masterclass,1,Advanced,System Manager,Suomi (fi) - Finnish,Finland,No,No,BD0504,YES,Linda Vinberg,10/27/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD0467,BD DIDACT ADVANCED Knowledge Test,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,0.25,Expert,Pharmacist|System Manager,Italiano (it) - Italian,Italy,No,No,BD0447,YES,Nazeerah Ramdhian-Demery,11/6/24,"Comprehensive vascular access training for nurses covering PICC line insertion, dressing changes, flushing protocols, and troubleshooting."
BD7800,System manager - Pyxis ES System v1.6: Essentials for upgrading,Medication Management Solutions,MMS,Medication Management,External,On-site,2,Intermediate,Pharmacist,English (United Kingdom),United States,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD2220,BD® TIVA Administration Set,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,1.5,Intermediate,System Manager,English (United Kingdom),United Kingdom,No,No,BD0655,YES,Nazeerah Ramdhian-Demery,5/13/24,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD3003,Anesthesia Provider - Pyxis Anesthesia Station ES v1.4: Essentials,Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,1,Beginner,Physician|ICU Specialist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD1571,BD A-Line™ Arterial Blood Collection Syringe,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,0.5,Beginner,Nurse|Physician,English (United Kingdom),United Kingdom,No,No,BD0944,YES,Kamal Ibrahim,7/18/23,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD2533,Pharmacy user - BD Pyxis Logistics v1.2.7: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,On-site,1.5,Advanced,Biomedical Engineer,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD0285,BD Preset™ Eclipse™ Strcaljka za prikupljanje arterijske krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,3,Intermediate,Pharmacy Manager,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/10/25,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD3644,BD Rowa™ Vmax/Smart Stock maintenance - EN,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1,Advanced,Physician,English (United Kingdom),,No,Yes,BD0782,YES,Dominik Bandel,4/15/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD7935,Najlepsze praktyki pobierania próbek krwi z wyrobów dostępu naczyniowego.,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,2,Beginner,,Polski (pl) - Polish,,Yes,Yes,BD0122,YES,Aleksandra Wichowska,1/9/24,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD4943,Pharmacy - Pyxis CIISafe v7 and v8.1: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,On-site,4,Advanced,Pharmacist,English (United Kingdom),United States,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD4545,BD Rowa™ Pickup Cloud - Standalone - DE,Medication Management Solutions,MMS,Medication Management,Premium,E-learning,1.5,Beginner,Nurse|ICU Specialist,Deutsch (de) - German,Germany,Yes,No,BD0102,YES,Dominik Bandel,4/15/24,"Parcours d'apprentissage sur la sécurisation du circuit du médicament. Comprend la gestion des alertes, la réconciliation médicamenteuse et la pharmacovigilance."
BD8665,Siringa per prelievo arterioso BD Preset,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,4,Intermediate,Physician,Italiano (it) - Italian,Italy,No,No,,YES,Alessandro Olgiati,7/4/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6005,System Manager - BD Pyxis IV Prep 2.44: Essentials,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,0.5,Advanced,Biomedical Engineer,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5150,Безопасно вземане на кръвни проби- най-добри практики за професионалисти по здравни грижи (HCW),Select Business,SB,Medication Management,Product Training,E-learning,2,Beginner,Nurse|ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,No,,YES,Veronika  Bican,9/4/25,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD4647,BD Vacutainer® vérvételi tű,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,3,Advanced,System Manager,Magyar (hu) - Hungarian,,No,Yes,,YES,Veronika  Bican,9/9/24,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD7794,TTM U Niveau intermédiaire,Urology and Critical Care,UCC,Urology & Critical Care,Premium,E-learning,2,Beginner,Biomedical Engineer,Français (fr) - French,France,Yes,No,,YES,Louise Oakes,4/29/25,"Module avancé du programme de gestion ciblée de la température (TTM). Couvre les protocoles de refroidissement, la gestion des complications et l'interprétation des données."
BD6469,Colheita Segura de Amostras de Sangue – Melhores Práticas para os Profissionais de Saúde,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,4,Beginner,Pharmacy Manager,Português (pt) - Portuguese,Portugal,No,Yes,,YES,Angel Cervantes,11/3/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6624,BD Vacutainer® UltraTouch™ Push Button Veneprøvetakingssett,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,1,Advanced,Physician|ICU Specialist,Norsk (Ino) - Norwegian,Norway,No,No,,YES,Sofia Rosenstroem,9/3/24,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD6627,Migliori pratiche per il prelievo di campioni ematici da dispositivi di accesso vascolare (VAD),Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,External,Webinar,1,Beginner,Nurse|Physician,Italiano (it) - Italian,,No,Yes,BD0644,YES,Alessandro Olgiati,7/4/24,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD0866,Environmental - Reducing Your Carbon Footprint 1.0,Select Business,SB,Medication Management,Qualiopi,Webinar,0.5,Beginner,Pharmacist,English (United Kingdom),,Yes,Yes,,YES,Deleted User,7/11/23,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
BD8519,BD Vacutainer® Eclipse™ Signal™-bloedafnamenaald,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,On-site,2,Beginner,Nurse|ICU Specialist,Nederlands (nl) - Dutch,Belgium,Yes,Yes,BD0352,YES,Laura De Bock,12/29/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD0290,BD Vacutainer® Eclipse™ Signal™ Blood Collection Needle,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,External,E-learning,4,Intermediate,Pharmacy Manager,English (United Kingdom),,No,No,,YES,Kamal Ibrahim,7/18/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD9121,BL_BD PosiFlush SP,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,On-site,0.5,Advanced,System Manager,English (United Kingdom),Belgium,No,No,BD0500,YES,Nazeerah Ramdhian-Demery,6/6/25,"Module on BD Eclipse™ safety needle systems for blood collection and injection. Reviews safety activation mechanisms, disposal requirements, and occupational exposure prevention."
BD9074,"Veriviljely – laskimopunktio, näytteenotto kanyylista",Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,3,Intermediate,Biomedical Engineer,Suomi (fi) - Finnish,Finland,No,No,BD0606,YES,Linda Vinberg,10/27/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD5780,2 - Litmos Dojo - GREEN BELT 2.0,Select Business,SB,Medication Management,Qualiopi,E-learning,1.5,Beginner,Pharmacy Manager,English (United Kingdom),Select Country,Yes,Yes,,YES,Deleted User,5/5/23,"General orientation training for BD product users. Covers company values, quality policy, device classification, and key product categories."
BD5592,BD Alaris™ System: PCU Preventive Maintenance,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Expert,ICU Specialist,English (United Kingdom),,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD1074,BD Rowa™ Select - Basic training - EN,Medication Management Solutions,MMS,Medication Management,Premium,E-learning,1.5,Beginner,Physician|ICU Specialist,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Dominik Bandel,4/15/24,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD0335,CLP1111 - Pyxis Connect v3.1 System User Training for Nurses,Medication Management Solutions,MMS,Medication Management,BDLA,Webinar,1,Expert,,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD5505,MENA_BD Neoflon™ Pro IV Catheter,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,On-site,0.5,Advanced,Biomedical Engineer,English (United Kingdom),Saudi Arabia,No,No,BD0651,YES,Nazeerah Ramdhian-Demery,1/27/26,"Comprehensive vascular access training for nurses covering PICC line insertion, dressing changes, flushing protocols, and troubleshooting."
BD8780,Nurse/Clinician - Pyxis MedStation ES v1.3.4: Essentials (CLP1107-N),Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1.5,Intermediate,,English (United Kingdom),United States,No,Yes,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD6998,Pharmacy user - BD Pyxis IV Prep v2.49: Essentials,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,1,Advanced,Physician|ICU Specialist,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD8444,v12 v9.33 Alaris PCA Module: BD Alaris™ System with Guardrails Suite MX Training,Medication Management Solutions,MMS,Medication Management,BDLA,On-site,0.25,Beginner,Pharmacist,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD7657,BD Vacutainer® Eclipse™ -verinäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,3,Advanced,Nurse|ICU Specialist,Suomi (fi) - Finnish,Finland,No,No,,YES,Linda Vinberg,10/26/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD4920,TTM U Giriş Seviyesi,Urology and Critical Care,UCC,Urology & Critical Care,Qualiopi,E-learning,4,Advanced,Biomedical Engineer,Türkçe (tr) - Turkish,Turkey,Yes,Yes,,YES,Louise Oakes,4/24/25,"Advanced module on targeted temperature management (TTM). Covers cooling protocols, complication management, data interpretation, and best practices for ICU patients."
BD9851,BD Pyxis™ MedStation™ ES Job Aids - v1.7.x International,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.25,Beginner,Nurse|Physician,English (United Kingdom),United States,No,No,,YES,Joel Roney,5/16/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD3310,"Clinical Educator - BD Pyxis ES System v1.5 Training Guide, Tool Kit and Other Resources",Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,3,Intermediate,Physician|ICU Specialist,English (United States),United States,No,No,,YES,Joel Roney,10/10/23,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD0907,BD Rowa™ Vmax/Smart Entretien des stocks - FR,Medication Management Solutions,MMS,Medication Management,Premium,E-learning,3,Intermediate,Physician|ICU Specialist,Français (fr) - French,France,Yes,No,,YES,Dominik Bandel,4/15/24,"Parcours d'initiation aux armoires de dispensation Pyxis ES : connexion, retrait des médicaments, résolution des écarts et procédures de réapprovisionnement."
BD2303,BD Alaris™ neXus GP and Alaris™ GP/VP Volumetric Pump Technical Training,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,0.5,Intermediate,Nurse|ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Joel Roney,2/28/23,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD5396,Additional product training for Pyxis ES System pharmacy users (<1 minute),Medication Management Solutions,MMS,Medication Management,Qualiopi,On-site,2,Advanced,ICU Specialist,English (United States),United States,Yes,Yes,,YES,Joel Roney,9/29/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD6691,BD Rowa™ Pickup - Recurrent orders - EN,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,1,Intermediate,Nurse|ICU Specialist,English (United Kingdom),United Kingdom,No,Yes,,YES,Dominik Bandel,4/15/24,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD2375,BD Rowa™ Label Printer DE,Medication Management Solutions,MMS,Medication Management,Product Training,On-site,0.25,Advanced,Physician|ICU Specialist,Deutsch (de) - German,Germany,No,No,,YES,Dominik Bandel,4/8/24,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD3927,BD Alaris™ GH & CC Plus Guardrails Clinical Overview (NL),Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,2,Intermediate,Nurse|ICU Specialist,Nederlands (nl) - Dutch,,No,No,,YES,Jane Lovette,4/4/25,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD6439,Palomilla para extracción de sangre BD Vacutainer® Safety-Lok™,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Blended,4,Intermediate,ICU Specialist,Español (es) - Spanish,Spain,Yes,Yes,BD0165,YES,Angel Cervantes,11/3/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD6657,BD Rowa™ Vmax 160 first Steps.,Medication Management Solutions,MMS,Medication Management,Qualiopi,E-learning,2,Beginner,Nurse|Physician,English (United Kingdom),United Kingdom,Yes,Yes,BD0949,YES,Ivan Hedley,10/17/25,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD1645,Säker blodprovstagning – Bästa praxis för hälso- och sjukvårdspersonal,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,1,Intermediate,Nurse|ICU Specialist,Svenska (sv) - Swedish,Sweden,Yes,Yes,,YES,Linda Vinberg,10/24/23,"Training on BD Microtainer® capillary blood collection tubes. Covers fingerstick technique, tube filling sequence, mixing requirements, and paediatric considerations."
BD3011,BD Pyxis ES v1.7.1 / CII Safe ES - LCR,Medication Management Solutions,MMS,Medication Management,BDLA,On-site,1,Beginner,Pharmacy Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD2132,Pivot Tables – Basic Setup for Dispensing Knowledge Portal Data,Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,1,Advanced,Pharmacist,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/12/22,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD4617,Formation à l'aiguille BD Vacutainer Flashback,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,3,Beginner,Nurse,Français (fr) - French,France,No,No,,YES,Emilie Verite,10/26/23,"Formation sur les meilleures pratiques de prélèvement avec le système BD Vacutainer®. Couvre la sélection des tubes, l'ordre de remplissage et la prévention des erreurs pré-analytiques."
BD3748,BD Vacutainer® Flashback Blood Collection Needle,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,Masterclass,2,Beginner,Biomedical Engineer,English (United Kingdom),,Yes,Yes,,YES,Kamal Ibrahim,7/18/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD6029,BD Vacutainer® Urine Collection System,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,1.5,Beginner,Physician,English (United Kingdom),United Kingdom,No,No,,YES,Kamal Ibrahim,7/12/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD4362,BD Pyxis ES System Engineer Class for BD PARTNERS,Medication Management Solutions,MMS,Medication Management,Product Training,Webinar,3,Beginner,System Manager,English (United Kingdom),United Kingdom,No,No,,YES,Joel Roney,5/23/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD2392,BD Vacutainer® Eclipse™ Signal™ -verinäytteenottoneula,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Masterclass,1,Beginner,Pharmacist|System Manager,Suomi (fi) - Finnish,Finland,No,Yes,,YES,Linda Vinberg,10/26/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD5297,BD Pyxis™ MedStation™ ES Hardware Shared Support Training,Medication Management Solutions,MMS,Medication Management,External,E-learning,1,Beginner,,English (United Kingdom),United Kingdom,No,No,,YES,Janmei Murdock,10/27/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD7716,BD Vacutainer® vérátviteli eszköz – Termékképzés,Specimen Management,SM,Specimen Collection & Diagnostics,Premium,Masterclass,7,Expert,Nurse,English (United Kingdom),Hungary,Yes,No,,YES,Veronika  Bican,1/19/26,"Module on specimen labelling, routing, and chain-of-custody procedures. Covers barcode scanning, reject criteria, and pre-analytical quality indicators."
BD6077,Krevní zkumavka PAXgene® Blood ccfDNA - produktové školení,Specimen Management,SM,Specimen Collection & Diagnostics,Product Training,Blended,0.5,Beginner,Pharmacy Manager,Čeština (cs) - Czech,Czech Republic,No,Yes,,YES,Veronika  Bican,12/8/25,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD7094,Additional product training for Pyxis MedStation ES nursing/clinical users (<1 minute),Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,0.5,Beginner,Biomedical Engineer,English (United States),United States,No,No,,YES,Joel Roney,9/28/23,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD4322,BD Rowa™ - Pickup Cloud Processes & Terminal Components - FR,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,2,Beginner,Nurse|ICU Specialist,Français (fr) - French,France,No,No,,YES,Dominik Bandel,4/15/24,"Formation sur le système de perfusion BD Alaris™ incluant la gestion de la bibliothèque de médicaments Guardrails®, la configuration des alarmes et l'intégration au DPI."
